ID,title,subtitle,author,publisher,first_published_year,language,cover_image,pages,rating,isbn_10,isbn_13
OL5857272W,Liverpool fantasy,,Larry Kirwan,Thunder's Mouth Press,           1984         ,English,//covers.openlibrary.org/b/id/789555-M.jpg,310,,1560254971,
OL26855704W,Fireheart Fantasy Collection,5 Urban Fantasy Novellas,Connor Whiteley,Draft2Digital,           2021         ,English,/images/icons/avatar_book.png,,,,9781915127129
OL29684370W,Fantasy Tree I,Fantasy Cross Stitch Pattern,Kathleen George,Independently Published,           2019         ,English,/images/icons/avatar_book.png,,,,9781796737615
OL29464051W,Mein Stickeralbum,Motiv Drachen Fantasy 30 Seiten DIN A4 Blanko Kein Silikonpapier Geschenkidee,Mein Mein Stickeralbum,Independently Published,           2019         ,German,/images/icons/avatar_book.png,,,,9781796425857
OL21290534W,Fantasy Sport Industry,Games Within Games,Andrew C. Billings,Taylor & Francis Group,           2013         ,English,/images/icons/avatar_book.png,166,,,9780203119945
OL20763355W,New Creations Coloring Book Series,Fantasy Dwellings,Teresa Davis,"Davis, Teresa",           2002         ,English,/images/icons/avatar_book.png,,,,9781957914480
OL21008348W,Amazing Fantasy Omnibus,,Stan Lee,Marvel Comics,           2007         ,English,//covers.openlibrary.org/b/id/1464864-M.jpg,416,,0785124586,
OL213271W,A walk in Wolf Wood,a tale of fantasy and magic,Mary Stewart,Morrow,           1980         ,English,//covers.openlibrary.org/b/id/9866112-M.jpg,148,5.0 (1 rating),0688036791,
OL27993822W,Fantasy,,Lori Foster,Harlequin Enterprises ULC,           2010         ,English,/images/icons/avatar_book.png,,,,9781299325401
OL41328354W,Deviations of Fantasy,Gay Fantasy Stories,David Holly,CreateSpace Independent Publishing Platform,           2016         ,English,/images/icons/avatar_book.png,208,,,9781517256036
OL39998770W,Football Fantasy!,Fun with Fantasy Football,Paul Harthan,CreateSpace Independent Publishing Platform,           2013         ,English,/images/icons/avatar_book.png,60,,,9781482356861
OL18415W,Ozma of Oz-Classic Fantasy Children Novel(Annotated),,L. Frank Baum,Independently Published,           1907         ,English,/images/icons/avatar_book.png,,4.0 (10 ratings),,9798783941429
OL8262260W,Night Games,"Harlequin Temptation - 530, Secret Fantasies",Janice Kaiser,Harlequin,           1995         ,English,//covers.openlibrary.org/b/id/9714817-M.jpg,,1.0 (1 rating),0373256302,
OL15006738W,Fighting Fantasy Box Set (Fighting Fantasy),,Steve Jackson,Wizard Books,           2003         ,,//covers.openlibrary.org/b/id/2014453-M.jpg,,,1840464968,
OL8906135W,The Art Of H.P. Lovecraft's Cthulhu Mythos,,Fantasy Flight Games,Fantasy Flight Games,           2006         ,English,//covers.openlibrary.org/b/id/858667-M.jpg,192,,1589943074,
OL14906402W,Fantasy,,Christine Feehan,"Penguin Group USA, Inc.",           2002         ,English,//covers.openlibrary.org/b/id/6395649-M.jpg,,2.3 (3 ratings),,9781429504669
OL27488919W,Fantasie,,Christian Hurni,Independently Published,           2021         ,German,/images/icons/avatar_book.png,,,,9798597565330
OL14855975W,I Spy: Fantasy,Fantasy (I Spy),Jean Marzollo,CARTWHEEL BOOKS,           2005         ,English,//covers.openlibrary.org/b/id/279340-M.jpg,40,,0439787327,
OL38378054W,Current Fantasy,,Charlie Haas,Beck & Branch Publishers,           2024         ,English,/images/icons/avatar_book.png,,,,9798988550549
OL99539W,Phoenix and the Carpet,Fantasy Novel for Children,Edith Nesbit,Independently Published,           1903         ,English,//covers.openlibrary.org/b/id/13239527-M.jpg,,2.9 (9 ratings),,9781730858154
OL7968639W,Sorcery! (Fighting Fantasy),,Steve Jackson,Wizard Books,           2003         ,,//covers.openlibrary.org/b/id/883812-M.jpg,240,5.0 (1 rating),1840464356,
OL5687560W,Final fantasy,the spirits within : a novel,Dean Wesley Smith,Pocket Books,           2001         ,English,//covers.openlibrary.org/b/id/476531-M.jpg,230,4.0 (3 ratings),0743424190,
OL58710W,Startide Rising,,David Brin,Open Road Media Sci-Fi & Fantasy,           1972         ,,//covers.openlibrary.org/b/id/10860684-M.jpg,356,3.8 (16 ratings),1504064720,
OL9037530W,Fantasy Wargaming,,Martin Hackett,Harpercollins,           1990         ,English,/images/icons/avatar_book.png,224,,1852602139,
OL3530914W,Understanding Disney,The Manufacture of Fantasy,Janet Wasko,Polity Press,           2001         ,English,//covers.openlibrary.org/b/id/482932-M.jpg,272,,0745614841,
OL8906154W,Senator,,Fantasy Flight Games,Fantasy Flight Games,           2004         ,English,//covers.openlibrary.org/b/id/2950117-M.jpg,,,1589941829,
OL39976919W,Fantasy,In Other Worlds,Marcia Wilson,CreateSpace Independent Publishing Platform,           2010         ,English,/images/icons/avatar_book.png,62,,,9781453776650
OL40226033W,Journal,Fantasy Mythical 6x9 Lined Journal Notebook 200 Pages,Freedom Freedom Publishing,CreateSpace Independent Publishing Platform,           2018         ,English,/images/icons/avatar_book.png,200,,,9781723188435
OL21245048W,Tropical Fantasy,,Monica McKayhan,"Harlequin Enterprises, Limited",           2013         ,English,//covers.openlibrary.org/b/id/12677367-M.jpg,224,,,9780373863075
OL21555375W,Fantasy,,Lori Foster,"Harlequin Mills & Boon, Limited",           2014         ,English,/images/icons/avatar_book.png,384,,,9781472087225
OL21361879W,Final Fantasy VII,On the Way to a Smile,Kazushige Nojima,Orbit,           2014         ,English,/images/icons/avatar_book.png,192,,,9781975382353
OL26570983W,Mysterious Fantasy Book Vol 5,"Fantasy, Fantasy Magazine",Gucio Tulipan,Independently Published,           2019         ,English,/images/icons/avatar_book.png,,,,9781711948836
OL9832546W,Where Art Thou? Art Appreciati,,Wj Fantasy,W.J. Fantasy,           2001         ,English,/images/icons/avatar_book.png,,,1560212160,
OL262564W,The Parasite,,Arthur Conan Doyle,Fantasy and Horror Classics,           1894         ,,//covers.openlibrary.org/b/id/10662865-M.jpg,56,,1447406079,
OL18409W,Emerald City of Oz-Classic Fantasy Children Novel(Annotated),,L. Frank Baum,Independently Published,           1910         ,English,/images/icons/avatar_book.png,,3.7 (6 ratings),,9798766082231
OL40137292W,Fantasy Sports Boss 2015 Fantasy Baseball Draft Guide,Over 600 Player Analyzed and Ranked,Fantasy Boss,CreateSpace Independent Publishing Platform,           2014         ,English,/images/icons/avatar_book.png,188,,,9781503290969
OL29741878W,Fantasy Football Schedule,Fantasy Football Log,Journals for All Staff,Independently Published,           2017         ,English,/images/icons/avatar_book.png,,,,9781521883143
OL77744W,"Anne of Avonlea Lucy Maud Montgomery [Annotated] : (Novel, Children's Literature, Fantasy Fiction, Classics)",,Lucy Maud Montgomery,Independently Published,           1909         ,English,/images/icons/avatar_book.png,,4.3 (23 ratings),,9798742467212
OL59706W,Friday,,Robert A. Heinlein,CAEZIK SF & Fantasy,           1982         ,,//covers.openlibrary.org/b/id/10709137-M.jpg,362,3.9 (14 ratings),1647100259,
OL172995W,Outlaw of Gor,,John Norman,Open Road Media Sci-Fi & Fantasy,           1967         ,,//covers.openlibrary.org/b/id/10465096-M.jpg,220,3.3 (3 ratings),1497648483,
OL16798488W,The Volcano of Fire,the fifth adventure in the Kingdom of Fantasy,Elisabetta Dami,Scholastic,           2009         ,English,//covers.openlibrary.org/b/id/11195784-M.jpg,310,4.7 (11 ratings),0545556252,
OL34377662W,Your Fantasies,How to Communicate Your Fantasies,Collin Kile,Independently Published,           2022         ,English,/images/icons/avatar_book.png,,,,9798366624022
OL17896077W,Forbidden fantasies,,Lynn LaFleur,,           2009         ,English,//covers.openlibrary.org/b/id/8210290-M.jpg,312,,,
OL29657311W,Fantasy Football Tracker,Fantasy Football Log,Journals for All Staff,Independently Published,           2017         ,English,/images/icons/avatar_book.png,,,,9781521883167
OL733139W,Beyond my control,forbidden fantasies in an uncensored age,Nancy Friday,Sourcebooks,           1998         ,English,//covers.openlibrary.org/b/id/9256835-M.jpg,,,,
OL5682685W,Midnight fantasies,,Kimberly Raye,Love Spell Books,           2000         ,English,//covers.openlibrary.org/b/id/317609-M.jpg,395,1.0 (1 rating),0505523922,
OL695211W,"The Mysteries of Udolpho (Essential Gothic, SF & Dark Fantasy)",,Ann Radcliffe,Flame Tree 451,           1794         ,,//covers.openlibrary.org/b/id/8771445-M.jpg,640,3.3 (3 ratings),0857756796,
OL36249685W,Fantasy,,J. Robison,Independently Published,           2020         ,English,/images/icons/avatar_book.png,,,,9798556991958
OL21797976W,Fantasy,,Kim-Anh Schreiber,Sidebrow Books,           2020         ,,//covers.openlibrary.org/b/id/10405501-M.jpg,134,,1940090113,
OL1946681W,The gathering storm,,Robert Jordan,Tor Fantasy,           2009         ,English,//covers.openlibrary.org/b/id/14658062-M.jpg,,4.2 (48 ratings),,9780765302304
OL18259506W,Year's best fantasy.,,David G. Hartwell,Eos,           2005         ,English,//covers.openlibrary.org/b/id/35567-M.jpg,502,,0060776056,
OL27446098W,Fantasies,A Novel,K. T. Smith,Harpercollins (Mm),           1996         ,English,/images/icons/avatar_book.png,,,0061063827,
OL2696109W,The Ultimate Encyclopedia of Fantasy,the definitive illustrated guide,David Pringle,Carlton,           1998         ,English,//covers.openlibrary.org/b/id/14649370-M.jpg,256,,1858683734,
OL3236305W,Barlowe's guide to fantasy,,Wayne Douglas Barlowe,HarperPrism,           1996         ,English,//covers.openlibrary.org/b/id/43995-M.jpg,100,,0061052388,
OL73387W,Dragonflight :,an Awe-Inspiring Epic Fantasy from One of the Most Influential Fantasy and SF Novelists of Her Generation,Anne McCaffrey,Transworld Publishers Limited,           1968         ,English,/images/icons/avatar_book.png,,4.1 (39 ratings),,9781448152384
OL1088934W,"Arabian Nights Andrew Lang [Annotated] : (Science Fiction, Fantasy, Classics, Literature)",,Andrew Lang,Independently Published,           1946         ,English,/images/icons/avatar_book.png,,,,9798508390266
OL26602235W,Belladonna,Bestselling Gothic Fantasy Romance,Adalyn Grace,Hodder & Stoughton,           2022         ,English,/images/icons/avatar_book.png,,3.2 (6 ratings),,9781529367263
OL3742759W,Chinese myths and fantasies,,Cyril Birch,H.Z. Walck,           1961         ,English,//covers.openlibrary.org/b/id/7972257-M.jpg,200,,,
OL716849W,The mind's I,fantasies and reflections on self and soul,Douglas R. Hofstadter,Harvester Press,           1962         ,English,//covers.openlibrary.org/b/id/12150329-M.jpg,501,4.6 (5 ratings),0710803524,
OL41178093W,Fantasy Sports Boss 2015 Fantasy Football Draft Guide,,Fantasy Boss,CreateSpace Independent Publishing Platform,           2015         ,English,/images/icons/avatar_book.png,116,,,9781512289152
OL4011717W,Fantasy art,,Mike Jefferies,Collins,           2006         ,English,//covers.openlibrary.org/b/id/10754350-M.jpg,63,,0007215932,
OL30189690W,Fantasy Weltkrieg,,Markus Willinger,Independently Published,           2019         ,German,/images/icons/avatar_book.png,,,,9781712754542
OL16039363W,Fantasy of Love,,Rachel Elliot,Harlequin Books,           1991         ,English,//covers.openlibrary.org/b/id/6951932-M.jpg,186,,,
OL262385W,Sky Island-Classic Fantasy Children Novel(Annotated),,L. Frank Baum,Independently Published,           1912         ,English,/images/icons/avatar_book.png,,3.4 (17 ratings),,9798680496640
OL36235210W,Fantasy,,Jacqui Langeland,Independently Published,           2021         ,English,/images/icons/avatar_book.png,,,,9798481380384
OL8906140W,Colossal Arena,,Fantasy Flight Games,Fantasy Flight Games,           2004         ,English,//covers.openlibrary.org/b/id/858653-M.jpg,,,,
OL101943W,The Big Time,,Fritz Leiber,Open Road Media Sci-Fi & Fantasy,           1958         ,,//covers.openlibrary.org/b/id/8741678-M.jpg,83,2.3 (6 ratings),1497612845,
OL34774028W,Powerless,TikTok Made Me Buy It! the Most Epic and Sizzling Fantasy Romance Book of the Year,Lauren Roberts,"Simon & Schuster, Limited",           2023         ,English,/images/icons/avatar_book.png,,4.0 (20 ratings),,9781398529502
OL1737310W,"Again, Dangerous Visions: Stories",,Harlan Ellison,Open Road Media Sci-Fi & Fantasy,           1967         ,,//covers.openlibrary.org/b/id/8600646-M.jpg,756,,,
OL15717936W,Fantasies,,Laura Grant Childs,Priv. print.,           1916         ,English,//covers.openlibrary.org/b/id/6734761-M.jpg,,,,
OL2010434W,Confessor,,Terry Goodkind,"Goodkind, Terry",           2007         ,,//covers.openlibrary.org/b/id/9352898-M.jpg,757,3.9 (12 ratings),0765354306,
OL28971778W,"Tween Tales - Robots, Dragons and the Interworld Machine",,SFX Fantasy,"Lulu Press, Inc.",           2007         ,English,/images/icons/avatar_book.png,,,,9781430325468
OL17448775W,Daemon Hunter Roleplaying In The Grim Darkness Of The 41st Millennium,,Fantasy Flight Games,Fantasy Flight Games,           2011         ,,//covers.openlibrary.org/b/id/7599793-M.jpg,,,,9781589947658
OL41487461W,Fantasy Popper Arts 2016,,Fantasy Arts,CreateSpace Independent Publishing Platform,           2016         ,Spanish,/images/icons/avatar_book.png,64,,,9781535306386
OL25756501W,Fantasy,Coloring Book,Speedy Publishing LLC,Speedy Kids,           2015         ,,//covers.openlibrary.org/b/id/12045769-M.jpg,32,,1682126900,
OL14956597W,The Year's Best Fantasy,Second Annual Collection,Ellen Datlow,St. Martin's Press,           1989         ,English,//covers.openlibrary.org/b/id/12724617-M.jpg,,,0312030061,
OL52266W,Invisible Man,The Fantasy of Invisibility,H. G. Wells,Independently Published,           1897         ,English,/images/icons/avatar_book.png,,3.8 (91 ratings),,9798594697218
OL27479W,The Two Towers : The Classic Bestselling Fantasy Novel,Book 2,J.R.R. Tolkien,HarperCollins,           1954         ,,/images/icons/avatar_book.png,,4.4 (201 ratings),0008487316,
OL16056032W,Secret fantasy,,Cheryl Holt,St. Martin's Press,           2007         ,English,//covers.openlibrary.org/b/id/6928747-M.jpg,338,,0739479652,
OL1168007W,Animal Farm George Orwell,Classic Fantasy Novels,George Orwell,Independently Published,           1945         ,English,/images/icons/avatar_book.png,,4.1 (474 ratings),,9798531495952
OL27455W,The Return of the King : The Classic Bestselling Fantasy Novel,Book 3,J.R.R. Tolkien,HarperCollins,           1950         ,,//covers.openlibrary.org/b/id/13632812-M.jpg,,4.4 (93 ratings),0008487324,
OL81294W,Women in Love Illustrated,"Fiction, Fantasy, Romance",David Herbert Lawrence,Independently Published,           1877         ,English,/images/icons/avatar_book.png,666,3.6 (15 ratings),,9798746300300
OL45827W,James and the giant peach,Roald Dahl's fantasy adventure for children,Richard R. George,Dramatic Pub.,           1982         ,English,/images/icons/avatar_book.png,63,3.3 (3 ratings),,
OL25909442W,Fantasies,The Emily Gamble Series,Amirah Cook,"Cherry Blossoms Publishing, LLC.",           2021         ,English,/images/icons/avatar_book.png,,,,9781954905023
OL21997270W,Fantasies,Collection of Erotic Stories,Edward Adams,Independently Published,           2019         ,English,/images/icons/avatar_book.png,,,,9781679992759
OL40260123W,Dragon Journal,"8. 5 X 11 Vintage Fantasy Art Cover Journal / Notebook /diary, 150 Lined Wide Ruled Pages, Dragon Medieval Softcover Book.",Abundant Creations,CreateSpace Independent Publishing Platform,           2018         ,English,/images/icons/avatar_book.png,150,,,9781724987150
OL6041568W,Film fantasy scrapbook,,Ray Harryhausen,A.S. Barnes,           1972         ,English,//covers.openlibrary.org/b/id/13859425-M.jpg,150,,0498025713,
OL29550746W,Fantasies,,Maria Burnett,Independently Published,           2018         ,English,/images/icons/avatar_book.png,,,,9781790885602
OL19685814W,Fantasy,clarinet and piano,Lawrence Weiner,Southern Music,           1987         ,,/images/icons/avatar_book.png,15,,,
OL8262533W,Forbidden fantasies.,,Gina Caimi,Silhouette,           1987         ,English,//covers.openlibrary.org/b/id/13752505-M.jpg,192,,0373506473,
OL3292446W,First Lensman,,Edward Elmer Smith,Fantasy Press,           1950         ,English,/images/icons/avatar_book.png,306,4.3 (6 ratings),,
OL21934092W,Diabetes Log Book,"Retro 70S Birthday Fantasy Spaceship Gifts 120 Pages, 59 Weeks, 6X9 Inches, Blood Sugar and Hypertension Journal",Carl Simpson,Independently Published,           2020         ,English,/images/icons/avatar_book.png,120,,,9798653132995
OL99514W,Wonderful Garden,Children's Fantasy Novel,Edith Nesbit,Independently Published,           1911         ,English,//covers.openlibrary.org/b/id/13239534-M.jpg,,3.0 (1 rating),,9781730870415
OL18173868W,Flights of fantasy,,Julie A. Schmacher,Perfection Learning,           2000         ,English,//covers.openlibrary.org/b/id/4346460-M.jpg,144,,0789151502,
OL25219259W,Girl Who Fell Beneath the Sea,The New York Times Bestselling Magical Fantasy,Axie Oh,Hodder & Stoughton,           2022         ,English,/images/icons/avatar_book.png,,3.7 (6 ratings),,9781529391732
OL30143332W,Fantasy Football Logbuch,Organizer F&#65533;r Fantasy Football Spieler,Journals Fantasy Sport,Independently Published,           2019         ,German,/images/icons/avatar_book.png,,,,9781691983964
OL5682876W,"Erotic Invitation (Midnight Fantasies) (Blaze, 17)",,Carly Phillips,Harlequin,           2001         ,English,//covers.openlibrary.org/b/id/221271-M.jpg,256,4.0 (4 ratings),,
OL30739885W,Coloring Book for Kids,Valentines Day Unicorn Magical Horse Unicorns Rainbow Magic Fantasy Colorful Unicorny Magic Funny Cute for Kids Aged 4-8 - Fun with Colors and Animals!,Susan May,Independently Published,           2020         ,English,/images/icons/avatar_book.png,,,,9798678077646
OL41133004W,Fantasy,Angel Wars [Fantasy Books],Ivan King,CreateSpace Independent Publishing Platform,           2015         ,English,/images/icons/avatar_book.png,86,,,9781514370223
OL219602W,J.R.R. Tolkien's The Hobbit,An Illustrated Edition of the Fantasy Classic,Charles Dixon,Ballantine Books,           1990         ,English,//covers.openlibrary.org/b/id/2404731-M.jpg,,4.2 (29 ratings),0345368584,
OL29069504W,Mathematics for Elementary Teachers,A Contemporary Approach 8th Edition with Fantasy Soccer and Mathematics Set,Gary L. Musser,"Wiley & Sons, Incorporated, John",           1991         ,English,/images/icons/avatar_book.png,,,,9780470343999
OL38306952W,Fantasy Pieces,,Daria Liapko,Blurb,           2019         ,English,/images/icons/avatar_book.png,,,,9781714120253
OL9214853W,Twin Fantasies,,Opal Carew,St. Martin's Griffin,           2007         ,English,//covers.openlibrary.org/b/id/1170027-M.jpg,288,1.0 (1 rating),0312367783,
OL59863W,De ontheemde,,Ursula K. Le Guin,Prisma Fantasy,           1974         ,Dutch,//covers.openlibrary.org/b/id/14383377-M.jpg,350,4.4 (32 ratings),9027416818,
OL59680W,The Fantasies of Robert A. Heinlein,,Robert A. Heinlein,Tor,           1999         ,English,//covers.openlibrary.org/b/id/6604886-M.jpg,352,5.0 (1 rating),0312875576,
OL17733528W,Fantasy man,,Paula Detmer Riggs,Silhouette Books,           1988         ,English,//covers.openlibrary.org/b/id/8012350-M.jpg,217,,0373361521,
OL4754172W,Fantasy drawings.,,Chaim Gross,Beechhurst Press,           1956         ,English,/images/icons/avatar_book.png,26,,,
OL7106481W,Fantasy Quests,,Andy Dixon,Usborne Pub,           1999         ,English,//covers.openlibrary.org/b/id/14413116-M.jpg,96,,0746033931,
OL29225447W,Favole Della Buonanotte,"La Raccolta Di Fiabe Della Buonanotte per Bambini con Illustrazioni, Ricche Di Insegnamenti. Favole per Bambini Illustrate, Nuova Edizione Aggiornata",Fantasy Drops Edizioni,Independently Published,           2022         ,Italian,/images/icons/avatar_book.png,,,,9798848510003
OL21376828W,Fantasy,,Lori Foster,"Harlequin Mills & Boon, Limited",           1998         ,English,/images/icons/avatar_book.png,217,,,9780263814071
OL40693481W,Fantasy Coloring Book,Enchanted Fantasy Inspired Antistress and Relaxation Adult Coloring Book,Fantasy for Adults,CreateSpace Independent Publishing Platform,           2016         ,English,/images/icons/avatar_book.png,130,,,9781532944321
OL5688209W,Evolution,a fantasy,Langdon Smith,J.W. Luce,           1909         ,,//covers.openlibrary.org/b/id/6638432-M.jpg,51,,,
OL18707711W,Fairies & fantasy,,Meredith Dillman,Walter Foster,           2009         ,English,//covers.openlibrary.org/b/id/12433934-M.jpg,64,,1600581412,
OL4642819W,Fantasy Unlimited,,Claire Harrison,Ulverscroft Large Print,           1987         ,English,//covers.openlibrary.org/b/id/11630707-M.jpg,285,4.0 (1 rating),0750509953,
OL8976497W,Dungeoncraft,,Fantasy Flight Staff,Fantasy Flight Games,           2003         ,English,//covers.openlibrary.org/b/id/858631-M.jpg,176,,1589940954,
OL25216009W,Reverse Design,Final Fantasy VI,Patrick Holleman,Taylor & Francis Group,           2018         ,English,//covers.openlibrary.org/b/id/13989842-M.jpg,68,,,9781138324817
OL8906155W,Shadows of Margath Adventure Pack (Runebound),,Fantasy Flight Games,Fantasy Flight Games,           2006         ,English,/images/icons/avatar_book.png,,5.0 (1 rating),1589943163,
OL473625W,Fantasy fiction,an introduction,Lucie Armitt,Continuum,           2005         ,English,//covers.openlibrary.org/b/id/4258691-M.jpg,229,,0826416853,
OL24529226W,Alhambra Fantasy,Score,Julian Anderson,Alfred Music,           2003         ,,//covers.openlibrary.org/b/id/11162419-M.jpg,999,,0571520952,
OL30068828W,Dracula,"Dracula Is a Gothic Horror Novel by Irish Author Bram Stoker. It Introduced the Character of Count Dracula, and Many Vampire Fantasy",Bram Stoker,Independently Published,           2018         ,English,/images/icons/avatar_book.png,,,,9781090299161
OL2628476W,Real fantasies,Edward Steichen's advertising photograpy,"Johnston, Patricia A.",University of California Press,           1997         ,English,//covers.openlibrary.org/b/id/12594147-M.jpg,351,,0520227077,
OL16597059W,The Alloy of Law,A Mistborn Novel,Brandon Sanderson,Brandon Sanderson,           2001         ,,//covers.openlibrary.org/b/id/9398126-M.jpg,416,4.2 (77 ratings),0765368544,
OL21919631W,Handwriting Practice : Letter Tracing Workbook,Dragon Is My Spirit Animal Fantasy Lover Blank Letter Tracking for Preschoolers 8. 5in X 11in 110pages Cute Unicorn Kawaii Lovely for Learning Creative Drawing Letter,Handwriting Practive Publishing,Independently Published,           2019         ,English,/images/icons/avatar_book.png,,,,9781672571517
OL32154094W,Anti*colonial fantasies,decolonial strategies,Imayna Caceres,Zaglossus,           2017         ,English,/images/icons/avatar_book.png,141,,3902902507,
OL16707484W,Every girl's secret fantasy,,Robyn Grady,Harlequin,           2010         ,English,//covers.openlibrary.org/b/id/10359900-M.jpg,186,,0373527918,
OL18405W,Patchwork Girl of Oz-Classic Fantasy Children Novel(Annotated),,L. Frank Baum,Independently Published,           1913         ,English,/images/icons/avatar_book.png,,3.3 (3 ratings),,9798770850413
OL73383W,Restoree,Fantasy,Anne McCaffrey,Transworld Publishers Limited,           1967         ,English,/images/icons/avatar_book.png,272,5.0 (1 rating),,9781448152186
OL16798490W,The Enchanted Charms: The seventh adventure in the Kingdom of fantasy,,Elisabetta Dami,Scholastic,           2011         ,English,//covers.openlibrary.org/b/id/7892316-M.jpg,,4.7 (17 ratings),,9780545746151
OL26453696W,Qing tian xiao tian shi huai yun sheng chan bai ke,kuai le huai yun,K.K. Fantasy,Ri yue wen hua chu ban,           2008         ,Chinese,//covers.openlibrary.org/b/id/12489150-M.jpg,223,,9866823733,
OL24034W,"Treasure Island (Annotated) Unabridged Fantasy, Action, Adventure Novel",,Robert Louis Stevenson,Independently Published,           1880         ,English,/images/icons/avatar_book.png,305,3.7 (80 ratings),,9798634335902
OL19341W,Sunwing (Aladdin Fantasy),,Kenneth Oppel,Aladdin,           1999         ,English,//covers.openlibrary.org/b/id/435705-M.jpg,320,3.7 (6 ratings),0689832877,
OL15451W,At the Back of the North Wind,Children's Fantasy Book,George MacDonald,Independently Published,           1882         ,English,/images/icons/avatar_book.png,,4.3 (3 ratings),,9798457900011
OL8906161W,Blue Moon,The Khind (Blue Moon),Fantasy Flight Games,Fantasy Flight Games,           2004         ,English,//covers.openlibrary.org/b/id/2950114-M.jpg,,,1589941780,
OL458304W,Mathematics for Elementary Teachers,A Contemporary Approach 7th Edition with Fantasy Soccer and Mathematics Set,Gary L. Musser,Wiley,           1988         ,English,//covers.openlibrary.org/b/id/13834592-M.jpg,908,2.0 (1 rating),0470185228,
OL14926019W,Tolkien,The World's Most Beloved Fantasy Classic,J.R.R. Tolkien,Ballantine Books (Mm),           1979         ,English,/images/icons/avatar_book.png,,4.6 (21 ratings),0345320565,
OL14871978W,Peace,A Fantasy Masterworks Book,Gene Wolfe,Diane Pub Co,           1975         ,English,/images/icons/avatar_book.png,264,4.7 (3 ratings),0756782082,
OL21934297W,Diabetes Tagebuch,"Retro 70Er Geburtstag Fantasy Raumschiff Geschenke Typ 1 and Typ 2, 120 Seiten, 59 Wochen, 6X9 , Blutzuckertagebuch, Hypertonietagebuch",Karl Simpson,Independently Published,           2020         ,German,/images/icons/avatar_book.png,120,,,9798652887476
OL21894977W,Notizbuch,"Kalender 2020 Lesen Buch Film Serien Fantasy Magie Geschenke 120 Seiten, 6X9 , Jahres-, Monats-, Wochen- & Tages-Planer",Kalender 2020 Planer,Independently Published,           2019         ,German,/images/icons/avatar_book.png,120,,,9781708344238
OL6438822W,Love Insurance Illustrated,"Earl Derr Biggers [Fiction, Comedy, Humorous, Novel, Fantasy]",Earl Derr Biggers,Independently Published,           1914         ,English,/images/icons/avatar_book.png,,4.0 (1 rating),,9798536026021
OL16085380W,Nightwing,"Harlequin Temptation - 542, Secret Fantasies",Lynn Michaels,Harlequin Books,           1995         ,English,//covers.openlibrary.org/b/id/12929659-M.jpg,218,,0373256426,
OL66562W,Sense and Sensibility,"One of the Author's First Literary Works, with Astonishing and Dazzling Stories of Romances, Customs and Fantasies",Jane Austen,Independently Published,           1811         ,English,/images/icons/avatar_book.png,,3.8 (32 ratings),,9798517673343
OL28548053W,Unicorn Coloring Book,"An Adult Coloring Book with Magical Animals, Cute Princesses, and Fantasy Scenes for Relaxation",Unicorn Coloring,Independently Published,           2020         ,English,/images/icons/avatar_book.png,,,,9798576636464
OL19287577W,Fables and Fantasies,,Donald B. Kuspit,Duke Univ Pr (Txt),           1988         ,,//covers.openlibrary.org/b/id/5496566-M.jpg,,,0938989014,
OL30263034W,Fantasy,,Chloe Quinn,Independently Published,           2018         ,English,/images/icons/avatar_book.png,,,,9781981065172
OL17728796W,Best American fantasy,,Jeff VanderMeer,Prime Books,           2007         ,English,//covers.openlibrary.org/b/id/8006590-M.jpg,459,1.0 (1 rating),0809562804,
OL41436093W,Forbidden Fantasies,Lulu,Markus Fredericks,CreateSpace Independent Publishing Platform,           2016         ,English,/images/icons/avatar_book.png,170,,,9781530796311
OL34448758W,Fantasy League,,Meg Reading,Independently Published,           2022         ,English,/images/icons/avatar_book.png,,,,9798839643864
OL14958960W,Baker's dozen,thirteen short fantasy novels,Isaac Asimov,Greenwich House,           1984         ,English,//covers.openlibrary.org/b/id/9306469-M.jpg,612,,,
OL11680830W,Fantasy Tales.,,Lucy Kincaid,Brimax Bks.,           1982         ,Undetermined,//covers.openlibrary.org/b/id/13080971-M.jpg,36,,0861121384,
OL118388W,Flatland: A Romance of Many Dimensions,,Edwin Abbott Abbott,Open Road Media Sci-Fi & Fantasy,           1884         ,,//covers.openlibrary.org/b/id/8600482-M.jpg,109,3.9 (96 ratings),1453280677,
OL12478777W,Mesozoic fantasy.,,Robert L Bauernschmidt,Music for Percussion,           1967         ,English,/images/icons/avatar_book.png,,,,
OL65430W,Awakening Annotated Science Fiction and Fantasy,,Kate Chopin,Independently Published,           1899         ,English,/images/icons/avatar_book.png,218,3.6 (33 ratings),,9798642648490
OL3847246W,"The Worm Ouroboros (Ballantine Adult Fantasy, 24309)",,Eric Rücker Eddison,Ballantine Books,           1900         ,,//covers.openlibrary.org/b/id/13896247-M.jpg,520,3.0 (2 ratings),0345243099,
OL9472432W,Fantasy,Now and Then,William N. Paylor,iUniverse,           2003         ,English,//covers.openlibrary.org/b/id/2528879-M.jpg,76,,0595274765,
OL20049473W,Nights of Fantasy,,Sherelle Green,"Harlequin Enterprises, Limited",           2017         ,English,/images/icons/avatar_book.png,224,,,9781488013584
OL3759071W,Fantasy for Two,,Penny Jordan,Mills & Boon,           1998         ,English,//covers.openlibrary.org/b/id/11406284-M.jpg,,4.0 (9 ratings),0263223167,
