ID,title,subtitle,author,publisher,first_published_year,language,cover_image,pages,rating,isbn_10,isbn_13
OL3759419W,A Mistress Worth Marrying,,Kay Thorpe,Thorndike Press,           2000         ,English,//covers.openlibrary.org/b/id/1154964-M.jpg,288,3.6 (8 ratings),0263167151,
OL13420890W,The killer inside me,,Jim Thompson,Orion,           1952         ,English,//covers.openlibrary.org/b/id/10341339-M.jpg,,4.2 (5 ratings),1409119718,
OL5096976W,More Richmond Receipts,Follow Up to Richmond Receipts,Jan Carlton,Hampton Roads Pub Co Inc,           1991         ,English,//covers.openlibrary.org/b/id/9888290-M.jpg,,,0962437530,
OL9599633W,Parapsychology,"Its Relation to Physics, Biology, Psychology, and Psychiatry",Gertrude R. Schmeidler,Scarecrow Pr,           1976         ,English,//covers.openlibrary.org/b/id/8346316-M.jpg,292,,0810809095,
OL28114312W,Does It Hurt?,,H. D. Carlton,H. D. Carlton,           2022         ,English,//covers.openlibrary.org/b/id/14632990-M.jpg,,3.9 (14 ratings),,9781957635033
OL20938091W,Talon,,Carian Cole,CreateSpace Independent Publishing Platform,           2015         ,,//covers.openlibrary.org/b/id/10307117-M.jpg,458,,1519698895,
OL12437164W,La Solitud dels nombres primers,,Paolo Giordano,Edicions 62,           2008         ,Catalan,//covers.openlibrary.org/b/id/11796957-M.jpg,311,3.7 (7 ratings),8499300731,
OL40939W,The Secret Language of Birthdays,,Gary Goldschneider,Viking Studio,           1992         ,,//covers.openlibrary.org/b/id/6463771-M.jpg,,4.3 (58 ratings),,9780670032617
OL16038125W,The White Bikini,,Carter Brown,New American Library,           1963         ,English,//covers.openlibrary.org/b/id/6924197-M.jpg,127,,,
OL15153929W,Terror comes creeping,,Carter Brown,New American Library,           1959         ,,//covers.openlibrary.org/b/id/7041781-M.jpg,128,,,
OL20156922W,Becoming Supernatural,How Common People Are Doing the Uncommon,Dr. Joe Dispenza,Hay House Inc.,           2018         ,,//covers.openlibrary.org/b/id/8802011-M.jpg,384,3.6 (5 ratings),1401953115,
OL24725587W,Objective NCERT at your FINGERTIPS for NEET-AIIMS - Biology,,MTG Editorial Board,MTG Learning Media (P) Ltd,           2020         ,,//covers.openlibrary.org/b/id/13774841-M.jpg,1264,4.0 (37 ratings),9389971241,
OL34771465W,Entrevista a Jesucristo,Reflexiones sobre las preguntas del Evangelio,Luis Miguel Bravo Álvarez,"Ediciones Palabra, S.A.",           2021         ,,/images/icons/avatar_book.png,432,,8413680964,
OL24029017W,Endur në tisin e Kohës,kujtime,Vedat Kokona,Botimet Kokona,           2005         ,Albanian,/images/icons/avatar_book.png,288,,9994362720,
OL2665972W,Paper tigers,"the latest, greatest newspaper tycoons and how they won the world",Nicholas Coleridge,Mandarin,           1993         ,English,//covers.openlibrary.org/b/id/12165195-M.jpg,592,,0749307277,
OL38377824W,Las Mujeres Que Aman Demasiado (Edición de Regalo) / Women Who Love Too Much,,Robin Norwood,Knopf Doubleday Publishing Group,           2024         ,Spanish,/images/icons/avatar_book.png,,,,9798890981530
OL56896W,The Hallowed Hunt,,Lois McMaster Bujold,Eos,           2005         ,English,//covers.openlibrary.org/b/id/30309-M.jpg,470,3.9 (13 ratings),0060574623,
OL85892W,Dracula,,Bram Stoker,"Doubleday, Page & Co.",           1897         ,English,//covers.openlibrary.org/b/id/8042124-M.jpg,400,4.0 (144 ratings),,
OL16070085W,Shadow woman,,Thomas Perry,Random House,           1997         ,English,//covers.openlibrary.org/b/id/6966162-M.jpg,350,,0679453024,
OL24698280W,The Legend of the Christmas Witch,,Aubrey Plaza,Penguin Random House Audio Publishing Group,           2021         ,English,//covers.openlibrary.org/b/id/12452266-M.jpg,,3.0 (1 rating),,9780593455708
OL13420868W,More Hardcore,3 Novels,Jim Thompson,Donald I. Fine,           1987         ,English,//covers.openlibrary.org/b/id/9474069-M.jpg,410,,1556110162,
OL1063267W,人性的弱点,How to win friends and influence people,Dale Carnegie,Jiang xi ren min chu ban she,           1913         ,Chinese,//covers.openlibrary.org/b/id/14548358-M.jpg,296,4.2 (296 ratings),7210023348,
OL28918233W,Empire of Desire,Special Edition Print,Rina Kent,"Blackthorn Books, LLC",           2022         ,English,//covers.openlibrary.org/b/id/13295760-M.jpg,358,,,9781685450649
OL13334709W,Sub-sieve particle sizing,determining a specific gravity correction factor for the Haultain infrasizer,Volker Amann,,           1975         ,English,/images/icons/avatar_book.png,41,,,
OL34315724W,A psicologia financeira,,Morgan Housel,HarperCollins,           1900         ,,//covers.openlibrary.org/b/id/14581389-M.jpg,,4.2 (6 ratings),6555111100,
OL25716753W,"Natural Sciences and Technology, Grade 4",,David Green,Cambridge University Press,           2013         ,Afrikaans,/images/icons/avatar_book.png,,,,9781107668959
OL24859802W,Ware liefde,roman,Lynn Austin,Voorhoeve,           2007         ,Dutch,//covers.openlibrary.org/b/id/11740861-M.jpg,463,,9029718412,
OL26438764W,New Lands,,Geoff Rodkey,Puffin Books,           2014         ,,//covers.openlibrary.org/b/id/12459406-M.jpg,352,,0147510643,
OL33389173W,Tiểu thuyết trên đường đổi mới nghệ thuật,,Văn Tửu Phùng,Nhà xuất bản Tri Thức,           2010         ,Vietnamese,/images/icons/avatar_book.png,363,,,
OL4558552W,Small Claims Court,How To Collect The Money You Won,Jim Martin,Jim Martin,           2001         ,,//covers.openlibrary.org/b/id/2714721-M.jpg,75,,0971535906,
OL26833864W,Outer Banks,Lights Out,Alyssa Sheinmel,"Abrams, Inc.",           2021         ,English,//covers.openlibrary.org/b/id/14757042-M.jpg,,4.8 (5 ratings),,9781419758072
OL24192905W,What to the Slave is the Fourth of July?,,Frederick Douglass,Applewood Books,           2015         ,,/images/icons/avatar_book.png,96,,1429095636,
OL20781727W,Unsouled,,Will Wight,Hidden Gnome Publishing,           2017         ,,//covers.openlibrary.org/b/id/9963334-M.jpg,292,3.0 (1 rating),0989671763,
OL24896344W,Tales of a New Jersey Nothing,a memoir,E. V. Anderson,[publisher not identified],           2013         ,English,//covers.openlibrary.org/b/id/11797386-M.jpg,226,,1484059883,
OL66554W,Pride and Prejudice,,Jane Austen,T. Nelson & Sons,           1813         ,English,//covers.openlibrary.org/b/id/14618738-M.jpg,345,4.1 (294 ratings),,
OL3472215W,Reminiscences of a stock operator,with new commentary and insights on the life and times of Jesse Livermore,Edwin Lefèvre,John Wiley & Sons,           1923         ,English,//covers.openlibrary.org/b/id/12773660-M.jpg,,3.8 (4 ratings),,9780470481592
OL35035548W,Sistemas de Bases de Datos,,Paul Beynon-Davies,Editorial Reverte,           2014         ,,//covers.openlibrary.org/b/id/14002838-M.jpg,686,,8429143963,
OL5360006W,Hollywood Babylon,,Kenneth Anger,Straight Arrow Books,           1959         ,English,//covers.openlibrary.org/b/id/6512622-M.jpg,292,5.0 (2 ratings),0879320869,
OL19729781W,Astronomía,imprescindible para curiosos,Rosa María Herrera,Editorial Libsa,           2017         ,Spanish,//covers.openlibrary.org/b/id/14341726-M.jpg,159,,8466233636,
OL4918301W,Educação popular e educação de adultos,contribuição à história da educação brasileira.,Vanilda Pereira Paiva,Edições Loyola,           1973         ,Portuguese,/images/icons/avatar_book.png,368,,,
OL6149688W,administration and supervision School administration and supervision.,repair to miscellaneous,Herman Cruz Gregorio,R. P. Garcia  Pub. Co.,           1953         ,English,/images/icons/avatar_book.png,355,,,
OL2765285W,Spanish Pronouns and Prepositions,,Dorothy Devney Richmond,McGraw-Hill,           1998         ,English,//covers.openlibrary.org/b/id/12680502-M.jpg,209,,0071739173,
OL5716312W,Graphic design school,"a foundation course for graphic designers working in print, moving image and digital media",David Dabner,Thames & Hudson,           2004         ,English,//covers.openlibrary.org/b/id/12652076-M.jpg,192,,0500288631,
OL16336633W,Cinquante nuances de Grey,,E. L. James,JC Lattes,           2000         ,French,//covers.openlibrary.org/b/id/14566719-M.jpg,672,4.0 (261 ratings),2253176508,
OL81591W,The Bachman Books,,Stephen King,Hodder,           1985         ,English,//covers.openlibrary.org/b/id/12449504-M.jpg,978,3.9 (156 ratings),1444723537,
OL25850171W,Haga Que Su día Cuente,El Secreto de Su Exito lo Determina Su Agenda Diaria,John C. Maxwell,Center Street,           2014         ,Spanish,/images/icons/avatar_book.png,,,,9781455554461
OL850830W,A concise history of the Third Reich,,Wolfgang Benz,University of California Press,           2006         ,English,//covers.openlibrary.org/b/id/1266363-M.jpg,309,,0520234898,
OL24801992W,Book Lovers:  Amor entre libros,,Emily Henry,Editorial Planeta,           2022         ,Spanish,//covers.openlibrary.org/b/id/14645528-M.jpg,448,5.0 (3 ratings),8408287001,
OL24753705W,Sinner,,Sierra Simone,Sierra Simone,           2018         ,,//covers.openlibrary.org/b/id/11499086-M.jpg,478,,1732172250,
OL28744519W,A+ Vision Therapy Manual,,Greg Gilman,VisionExtension,           2022         ,English,/images/icons/avatar_book.png,,,,9780929780573
OL42189880W,Amma dairy lo konni pageelu,,,Bindass books,           2023         ,,//covers.openlibrary.org/b/id/14840330-M.jpg,,3.0 (5 ratings),,
OL5343006W,The Churches in Asia,,Georg Evers,Indian Society for Promoting Christian Knowledge,           2005         ,English,/images/icons/avatar_book.png,599,,8172148828,
OL23232576W,O amor é outra coisa,,Margarida Rebelo Pinto,Clube do Autor,           2012         ,Portuguese,/images/icons/avatar_book.png,212,,,9789897240447
OL955806W,Chapinismos del Quijote,"que trata de cómo don Quijote y Sancho utilizaban palabras y modismos chapines, y de otras historias y curiosidades dignas de ser contadas para gusto y provecho de quien las leyere",Francisco Pérez de Antón,Santillana,           2005         ,Spanish,//covers.openlibrary.org/b/id/5424332-M.jpg,197,,,
OL81625W,Бесплодные земли,roman,Stephen King,Izd-vo AST,           1991         ,Russian,//covers.openlibrary.org/b/id/14654530-M.jpg,555,4.2 (77 ratings),5237014852,
OL10432709W,Бра́тья Карама́зовы,,Фёдор Михайлович Достоевский,Tip. brat. Panteleevykh?,           1880         ,Russian,//covers.openlibrary.org/b/id/9821248-M.jpg,,4.3 (48 ratings),,
OL1884125W,Tremblez mais osez!,,Susan J. Jeffers,Marabout,           1987         ,French,//covers.openlibrary.org/b/id/10225308-M.jpg,223,4.0 (7 ratings),2501052579,
OL22986702W,Curso de derecho penal especial,,Víctor Máximo Charles Dunlop,Librería Dominicana,           1986         ,Spanish,/images/icons/avatar_book.png,,,,
OL37767407W,Hábitos Atómicos,,James Clear,Paidos,           2016         ,Spanish,//covers.openlibrary.org/b/id/14591837-M.jpg,328,4.1 (18 ratings),,9786077476719
OL22484556W,Think Again,The Power of Knowing What You Don't Know,Adam Grant,Viking,           2021         ,,//covers.openlibrary.org/b/id/10470268-M.jpg,320,3.6 (24 ratings),1984878107,
OL138052W,Alice's Adventures in Wonderland,,Lewis Carroll,John Lane the Bodley Head Ltd,           1865         ,English,//covers.openlibrary.org/b/id/14651246-M.jpg,198,4.0 (180 ratings),,
OL9081454W,Classic Data Structures,,D. Samanta,Prentice-Hall of India Pvt.Ltd,           2004         ,,//covers.openlibrary.org/b/id/4884394-M.jpg,480,,8120318749,
OL2368501W,"Redeemed from Poverty, Sickness, and Spiritual Death",,Kenneth E. Hagin,Faith Library Publications,           1983         ,English,//covers.openlibrary.org/b/id/4761720-M.jpg,69,5.0 (1 rating),,
OL31893316W,Cottontail Rabbits (North American Animals),,Christina Leighton,Blastoff! Readers,           2017         ,,//covers.openlibrary.org/b/id/13179919-M.jpg,,,1626175667,
OL36741076W,AutoCAD Electrical 2024,Fundamentals with NFPA Standards,ASCENT - Center for Technical Knowledge,"ASCENT, Center for Technical Knowledge",           2023         ,English,/images/icons/avatar_book.png,,,,9781959504658
OL40113878W,EPSO Sample Tests : Organising and Prioritising,40 Questions and Answers to Get You Ready for EPSO Exam,Nicolas Martin,CreateSpace Independent Publishing Platform,           2013         ,English,/images/icons/avatar_book.png,32,,,9781484838594
OL31086770W,Manual de Armonía Apliacada Al Piano,Nivel Básico,Rut García González,Independently Published,           2022         ,Spanish,/images/icons/avatar_book.png,,,,9798352546437
OL9130778W,O Principe,,Maquiavel,,,,/images/icons/avatar_book.png,,5.0 (1 rating),8528601897,
OL4710575W,El cerebro consciente,bosquejo de la teoría psicofisiológica del campo unificado,Jacobo Grinberg Zylberbaum,Editorial Trillas,           1979         ,Spanish,/images/icons/avatar_book.png,163,5.0 (1 rating),,
OL7705941W,"New York at the Jamestown exposition, Norfolk, Virginia, April 26 to December 1, 1907.",,"New York (State). Commission, Jamestown ...","J. B. Lyon company, printers",           1909         ,English,//covers.openlibrary.org/b/id/9922526-M.jpg,569,,,
OL21703286W,One Last Stop,,Casey McQuiston,St. Martin's Press,           2021         ,English,//covers.openlibrary.org/b/id/12951811-M.jpg,432,4.2 (17 ratings),,9781250760333
OL2713466W,Headlong Hall,,Thomas Love Peacock,J.M. Dent,           1816         ,English,//covers.openlibrary.org/b/id/6353060-M.jpg,176,3.0 (12 ratings),,
OL42481402W,Save me an orange,,Hayley Grace,Nilya Press,           2024         ,,/images/icons/avatar_book.png,,,,9798990047709
OL36719480W,Broken Money,Why Our Financial System is Failing Us and How We Can Make it Better,Lyn Alden,Timestamp Press,           2023         ,English,//covers.openlibrary.org/b/id/14424788-M.jpg,,,,9798988666318
OL16726971W,Learning,,A. Charles Catania,Sloan Pub.,           2013         ,English,//covers.openlibrary.org/b/id/14637335-M.jpg,524,,,9781597380232
OL17912263W,Eve's Hollywood,,Eve Babitz,"Recorded Books, Inc. and Blackstone Publishing",           2015         ,,//covers.openlibrary.org/b/id/14642240-M.jpg,1,,,
OL29243900W,A revolução dos bichos,,George Orwell,Krevi,           2022         ,,/images/icons/avatar_book.png,130,,6586064406,
OL38128674W,Lights Out,An into Darkness Novel,Navessa Allen,Zando,           2024         ,English,//covers.openlibrary.org/b/id/14840901-M.jpg,454,4.0 (1 rating),,9781638932239
OL5738148W,Z mgly zrodzony,,Brandon Sanderson,Mag,           2001         ,Polish,//covers.openlibrary.org/b/id/14658382-M.jpg,672,4.4 (119 ratings),8374805536,
OL39285902W,"Pai Rico, Pai Pobre",,Robert T. Kiyosaki,Vogais,           2023         ,,//covers.openlibrary.org/b/id/14809316-M.jpg,336,4.0 (3 ratings),9897874208,
OL24534074W,Cautivante :,Revelando el Misterio Del Alma de una Mujer,John Eldredge,Grupo Nelson,           2005         ,Spanish,/images/icons/avatar_book.png,,,,9781400332823
OL26941668W,"Baby Animals Coloring Book : Baby Animals Coloring Book : This Book Is No Ordinary Animal Coloring Book, for Kids Cool Nature",for Girls and Boys Aged 4-10,Junaed Publishing,Independently Published,           2021         ,English,/images/icons/avatar_book.png,,,,9798715184207
OL1298887W,Introduction to mathematics,,Bruce Elwyn Meserve,Prentice Hall,           1964         ,English,//covers.openlibrary.org/b/id/4067746-M.jpg,588,,0134991044,
OL16016128W,Scars of love,,Peggy Oppong,Peggy Oppong Books,           2002         ,English,/images/icons/avatar_book.png,220,3.9 (16 ratings),,9789988850609
OL3467420W,Norfolk,the first four centuries,Thomas C. Parramore,University Press of Virginia,           1994         ,English,//covers.openlibrary.org/b/id/12180798-M.jpg,507,,0813915570,
OL503666W,El ingenioso hidalgo Don Quijote de la Mancha,,Miguel de Cervantes Saavedra,Ramón Sopena,           1600         ,Spanish,//covers.openlibrary.org/b/id/14569170-M.jpg,464,3.8 (47 ratings),,
OL27297240W,Hunting Adeline,,H. D. Carlton,H. D. Carlton,           2022         ,,//covers.openlibrary.org/b/id/12992965-M.jpg,665,3.8 (81 ratings),1957635010,
OL15156421W,Windmills of the Gods,,Sidney Sheldon,"Warner Books, a Warner Comm. Co.",           1987         ,English,//covers.openlibrary.org/b/id/6576011-M.jpg,434,4.0 (2 ratings),0446350109,
OL3369956W,Conibear beaver trapping in open water,master beaver trapping techniques,Wesley Murphey,Lost Creek Books,           1996         ,English,//covers.openlibrary.org/b/id/1694332-M.jpg,108,,0964132036,
OL3012648W,Zondervan Handbook to the Bible,,David Alexander,Zondervan,           1999         ,,//covers.openlibrary.org/b/id/9098343-M.jpg,816,,0310331188,
OL2376130W,A comprehensive Spanish grammar,,Jacques de Bruyne,Blackwell Publishers,           1995         ,English,//covers.openlibrary.org/b/id/1326365-M.jpg,685,,0631168036,
OL23462890W,Reasoning and problem solving,a handbook for elementary school teachers,Stephen Krulik,Allyn and Bacon,           1993         ,English,//covers.openlibrary.org/b/id/1144033-M.jpg,361,,0205140068,
OL2262478W,Me valët e jetës,roman,Vedat Kokona,"""Rilindja,""",           1969         ,Albanian,/images/icons/avatar_book.png,,,,
OL11822690W,Kağıttan kentler,,John Green,Pegasus Yayınları,           2008         ,Turkish,//covers.openlibrary.org/b/id/10772287-M.jpg,313,3.9 (68 ratings),6053436569,
OL7972854W,Poems of Abraham Lincoln (Little Books of Wisdom),,Abraham Lincoln,Applewood Books,           1991         ,English,//covers.openlibrary.org/b/id/779396-M.jpg,28,,1557091331,
OL1822938W,Tao of jeet kune do,,Bruce Lee,Ohara Publications,           1975         ,English,/images/icons/avatar_book.png,208,5.0 (2 ratings),,
OL9750724W,"Teens Are Heroes, Too!","Challenges, Choices and Character",Vera R. Hirschhorn,America's Young Heroes Publications,           2006         ,English,//covers.openlibrary.org/b/id/10644879-M.jpg,248,,0971819726,
OL3906361W,Der Stier aus dem Meer,Roman,Mary Renault,Droemer Knaur,           1962         ,German,//covers.openlibrary.org/b/id/10636906-M.jpg,345,4.5 (2 ratings),3426630885,
OL28952677W,Icebreaker,A Novel,Hannah Grace,Atria Books,           2020         ,English,//covers.openlibrary.org/b/id/13180728-M.jpg,448,4.1 (105 ratings),1668026155,
OL27172742W,The Ballad of Never After,,Stephanie Garber,Thorndike Press,           2022         ,English,//covers.openlibrary.org/b/id/13348113-M.jpg,551,4.2 (5 ratings),,9798885786010
OL3749849W,The female orgasm,"psychology, physiology, fantasy.",Seymour Fisher,Basic Books,           1973         ,English,//covers.openlibrary.org/b/id/7163377-M.jpg,533,5.0 (1 rating),0465023738,
OL1636262W,Milo i volshebnai͡a budka,,Norton Juster,Makhaon,           1961         ,Russian,//covers.openlibrary.org/b/id/12927821-M.jpg,205,4.1 (97 ratings),,
OL1859229W,The Essentials of Family Therapy (4th Edition),,Michael P. Nichols,Allyn & Bacon,           2001         ,English,//covers.openlibrary.org/b/id/2335446-M.jpg,416,,0205592163,
OL3906364W,The mask of Apollo,,Mary Renault,Pantheon Books,           1956         ,English,//covers.openlibrary.org/b/id/10785289-M.jpg,366,,,
OL39809426W,Art of Self-Love,Your Essential Key to Successful Manifesting,Jeannette Maw,Smashwords,           2011         ,English,/images/icons/avatar_book.png,,,,9781465840950
OL6575841W,Old home places of Louisa County,,Claudia Anderson Chisholm,Louisa County Historical Society,           1979         ,English,/images/icons/avatar_book.png,259,,,
OL10530569W,Dakota Dreamin',,Janet Dailey,Harlequin,           1981         ,English,//covers.openlibrary.org/b/id/5073882-M.jpg,,4.0 (2 ratings),0373104456,
OL42410140W,What's Your Dream?,Find Your Passion. Love Your Work. Build a richer life.,Simon Squibb,Penguin Random House,           2025         ,English,//covers.openlibrary.org/b/id/14840729-M.jpg,304,1.0 (2 ratings),,9781529935585
OL21132085W,Christian Theology,An Introduction,Alister E. McGrath,"Wiley & Sons, Limited, John",           2010         ,English,//covers.openlibrary.org/b/id/14797254-M.jpg,520,,,9781118869574
OL210644W,The laws of human nature,a general view of gestalt psychology,"Wheeler, Raymond Holder",D. Appleton and company,           1931         ,English,//covers.openlibrary.org/b/id/11008521-M.jpg,235,,,
OL3269932W,The French Revolution,,Phyllis Corzine,Lucent Books,           1995         ,English,//covers.openlibrary.org/b/id/3881653-M.jpg,128,,1560062487,
OL25769560W,Visual Delight in Architecture,,Lisa Heschong,Taylor & Francis Group,           2021         ,English,//covers.openlibrary.org/b/id/13247447-M.jpg,,,,9780367563226
OL5760013W,Don't let the pigeon drive the bus,,Mo Willems,Scholastic,           2003         ,English,//covers.openlibrary.org/b/id/6790602-M.jpg,,4.3 (83 ratings),0439686172,
OL25310074W,Delly Duck : Why A Little Chick Couldn't Stay With His Birth Mother,"A foster care and adoption story book for children, to explain adoption or support therapeutic life story work",Holly Marlow,Holly Marlow,           2021         ,,//covers.openlibrary.org/b/id/12007120-M.jpg,24,,1739916808,
OL20829261W,What Stars Are Made Of,,Sarah Allen,"Farrar, Straus and Giroux (BYR)",           2019         ,,//covers.openlibrary.org/b/id/10301409-M.jpg,288,4.0 (1 rating),0374313199,
OL15743154W,"Alger. Paysage urbain et architectures, 1800-2000",,Nabila Oulebsir,L'Imprimeur,           2003         ,French,//covers.openlibrary.org/b/id/6765668-M.jpg,,,,
OL1878301W,Emotional intelligence,Why it can matter more than IQ,Daniel Goleman,Bantam Books,           1995         ,English,//covers.openlibrary.org/b/id/14647555-M.jpg,352,4.0 (33 ratings),,
OL35091680W,Cribsheet & Expecting Better 2 Books Collection Set By Emily Oster,,Emily Oster,Penguin Publishing Group/Penguin Books Ltd,           2022         ,,//covers.openlibrary.org/b/id/14073630-M.jpg,720,,9124200255,
OL23268522W,Urban bikeway design guide,,National Association of City Transportat...,National Association of City Transportation Officials,           2012         ,English,//covers.openlibrary.org/b/id/14836459-M.jpg,329,,1610914368,
OL5265320W,Homage to the sun,the wisdom of the magus of Strovolos,Kyriakos S. Markides,Arkana,           1987         ,English,//covers.openlibrary.org/b/id/9477550-M.jpg,236,5.0 (1 rating),0140190244,
OL27818823W,Twisted Lies,TikTok Made Me Buy It! Fall into a World of Addictive Romance...,Ana Huang,"Little, Brown Book Group Limited",           2022         ,English,/images/icons/avatar_book.png,,4.1 (143 ratings),,9780349434285
OL34490931W,Diary of a Wimpy Kid,No Brainer,Jeff Kinney,"Penguin Books, Limited",           2023         ,English,/images/icons/avatar_book.png,224,4.2 (12 ratings),,9780241583135
OL11369181W,Double Action,Edge: Blood Run / Steele: Valley of Blood,George G. Gilman,New English Library,           1974         ,English,//covers.openlibrary.org/b/id/13027540-M.jpg,252,,0450021831,
OL9770487W,50 Ways to Let Go of Painful Relationships,,Gay Fry,Fry House,           2004         ,English,//covers.openlibrary.org/b/id/2726134-M.jpg,27,,0976874709,
OL3497713W,Beaver of Weeping Water.,,Marian Rumsey,Morrow,           1969         ,English,//covers.openlibrary.org/b/id/6610732-M.jpg,95,,,
OL35370623W,What Happens After,,Portia Moore,Portia Moore Books,           2015         ,,https://archive.org/download/whathappensafter0000port/page/cover_w180_h360.jpg,,,1943692041,
OL3906362W,The last of the wine,,Mary Renault,New English Library,           1956         ,English,//covers.openlibrary.org/b/id/11665601-M.jpg,335,4.0 (1 rating),,
OL29291814W,White Nights,Large Print,Фёдор Михайлович Достоевский,Independently Published,           2001         ,English,/images/icons/avatar_book.png,,,,9781071226612
OL11369197W,Matching pair,Edge meets Steele,George G. Gilman,New English Library,           1982         ,English,//covers.openlibrary.org/b/id/13319424-M.jpg,229,,0450054071,
OL15397535W,A Lyon's share,,Janet Dailey,Harlequin Books,           1977         ,English,//covers.openlibrary.org/b/id/6615254-M.jpg,186,4.0 (1 rating),0373707088,
OL34942591W,If Love Had a Price,,Ana Huang,"Little, Brown Book Group Limited",           2020         ,English,//covers.openlibrary.org/b/id/14632377-M.jpg,,,,9780349438368
OL804979W,Rosencrantz & Guildenstern are dead,,Tom Stoppard,Grove Press,           1967         ,English,//covers.openlibrary.org/b/id/5354513-M.jpg,126,4.2 (20 ratings),0802132758,
OL15858623W,Yesterday's wedding,,Kay Gregory,Harlequin Books,           1991         ,English,//covers.openlibrary.org/b/id/6821333-M.jpg,187,4.0 (5 ratings),0373031521,
OL10530603W,Kona winds,,Janet Dailey,Wheeler Pub.,           1979         ,English,//covers.openlibrary.org/b/id/4289838-M.jpg,208,3.0 (5 ratings),0754074684,
OL17407560W,Loved,,Morgan Rice,Morgan Rice,           2011         ,,//covers.openlibrary.org/b/id/7517945-M.jpg,,3.5 (2 ratings),,9780982953730
OL5821686W,Die Alchimistin.,,Kai Meyer,Heyne,           1998         ,German,//covers.openlibrary.org/b/id/1009123-M.jpg,492,,3453151704,
OL122113W,Art nouveau,,Mario Amaya,Studio Vista,           1966         ,English,//covers.openlibrary.org/b/id/9318062-M.jpg,168,,,
OL35186946W,Enfermeria Geriatrica,,Patricia A. Williams RN  MSN  CCRN,Elsevier,           2020         ,,//covers.openlibrary.org/b/id/14199790-M.jpg,392,,8491137998,
OL15397407W,W.H.O.R.E.!,,Carter Brown,New American Library,           1971         ,English,//covers.openlibrary.org/b/id/6615095-M.jpg,124,,,
OL8634649W,2005 Sporting Knives,,Joe Kertzman,Krause Publications,           2004         ,English,//covers.openlibrary.org/b/id/4798568-M.jpg,256,,0873498348,
OL15280598W,Fireworks,The Lost Writings,Jim Thompson,Popular Library,           1988         ,English,//covers.openlibrary.org/b/id/9915179-M.jpg,252,,0445408278,
OL21015552W,Violence,A New Approach,Michel Wieviorka,"SAGE Publications, Limited",           2009         ,English,//covers.openlibrary.org/b/id/10333613-M.jpg,192,,,9781847875457
OL15399118W,"Anatomy, descriptive and surgical",,Henry Gray F.R.S.,Lea Bros.,           1858         ,,//covers.openlibrary.org/b/id/5609108-M.jpg,,4.4 (23 ratings),,
OL17879753W,Mr. Malcolm's list,,Suzanne Allain,LeMoyne House,           2009         ,English,//covers.openlibrary.org/b/id/8189135-M.jpg,208,,0982368208,
OL4463880W,Brother wolf,,Joyce Dingwell,Mills & Boon,           1983         ,English,/images/icons/avatar_book.png,189,,0263102017,
OL16525167W,The new book of knowledge.,,Grolier Incorporated,Grolier Incorporated,           2001         ,English,//covers.openlibrary.org/b/id/8143353-M.jpg,21,,0717205320,
OL20651925W,Only Mostly Devastated,A Novel,Sophie Gonzales,Wednesday Books,           2019         ,,//covers.openlibrary.org/b/id/10285633-M.jpg,288,4.3 (3 ratings),1250787432,
OL472819W,The Mousetrap,,Agatha Christie,"Samuel French, Inc.",           1954         ,English,//covers.openlibrary.org/b/id/10249228-M.jpg,,3.7 (3 ratings),0573619239,
OL34872997W,Frankenstein,,Mary Shelley,Cia das Letras,           1963         ,Portuguese,//covers.openlibrary.org/b/id/13667351-M.jpg,,,8571643989,
OL6667517W,The story of Valentine.,,Wilma Pitchford Hays,Coward-McCann,           1956         ,English,/images/icons/avatar_book.png,55,,,
OL21594289W,My Revision Notes,WJEC Level 1/2 Vocational Award in Hospitality and Catering,Yvonne Mackey,Hodder Education Group,           2017         ,English,//covers.openlibrary.org/b/id/14799660-M.jpg,,,,9781510473331
OL15397495W,"Die anytime, after Tuesday!",,Carter Brown,New American Library,           1969         ,English,//covers.openlibrary.org/b/id/6615197-M.jpg,127,,,
OL15104144W,Y dechreuad drwg,,Lemony Snicket,Dref Wen,           1999         ,Welsh,//covers.openlibrary.org/b/id/12692292-M.jpg,,4.1 (77 ratings),1784230057,
OL27821861W,Community Medicine Buster,Community Medicine Buster,Gautam Sarker,Jaypee Brothers Medical Publishers,           2022         ,English,/images/icons/avatar_book.png,,,,9789356961999
OL4823180W,Economia basica,,Francisco Mochón Morcillo,McGraw-Hill,           1992         ,Spanish,//covers.openlibrary.org/b/id/13560568-M.jpg,375,,8476158424,
OL16175873W,Island of Silence,The Unwanteds #2,Lisa McMann,Aladdin,           1998         ,English,//covers.openlibrary.org/b/id/11152358-M.jpg,,5.0 (2 ratings),,9781442407718
OL16804843W,A Startup Enxuta,,Eric Ries,Lua de Papel,           2012         ,,//covers.openlibrary.org/b/id/7258484-M.jpg,,5.0 (1 rating),,9788581780047
OL40859338W,Siddhartha,An Indian Tale,Herman Hesse,CreateSpace Independent Publishing Platform,           2014         ,English,/images/icons/avatar_book.png,108,,,9781986081412
OL8163010W,The Outcasts (Adam Steele),,George G. Gilman,New English Library Ltd,           1987         ,,//covers.openlibrary.org/b/id/12638230-M.jpg,176,,0450417344,
OL15396470W,The invisible Flamini,,Carter Brown,New American Library,           1971         ,English,//covers.openlibrary.org/b/id/6611981-M.jpg,126,,,
